foodname,price,score,location,name,category
옛날통닭,13000,5,광주광역시 동구 대인동 312-19 ,인생치킨-동구점,양식
옥수수피자,12900,5,광주 동구 충장로4가 29-2 NC 웨이브 충장점 10층,메가토핑피자몰-광주점,양식
후라이드치킨,15000,5,광주 북구 신안동 136-7 1층,2030치킨,양식
후라이드치킨,12000,5,광주광역시 남구 진월동 319-11 영산강묵은지 1층,13월치킨똥집,양식
양념치킨,13000,5,광주광역시 남구 진월동 319-11 영산강묵은지 1층,13월치킨똥집,양식
뿌링클치킨,13000,5,광주광역시 남구 진월동 319-11 영산강묵은지 1층,13월치킨똥집,양식
마늘간장치킨,13000,5,광주광역시 남구 진월동 319-11 영산강묵은지 1층,13월치킨똥집,양식
후라이드치킨,15000,4.9,광주 동구 서석동 23-10 1층,후라이드참잘하는집-조대점,양식
후라이드치킨,15000,4.9,광주 동구 산수동 538-37 1층,호식이두마리치킨-지산산수점,양식
불고기피자,13000,4.9,광주광역시 북구 우산동 258-3 ,피자알볼로-동광주점,양식
야채피자,13000,4.9,광주광역시 북구 우산동 258-3 ,피자알볼로-동광주점,양식
치즈피자,13000,4.9,광주광역시 북구 우산동 258-3 ,피자알볼로-동광주점,양식
하와이피자,13000,4.9,광주광역시 북구 우산동 258-3 ,피자알볼로-동광주점,양식
페퍼로니피자,13000,4.9,광주광역시 북구 우산동 258-3 ,피자알볼로-동광주점,양식
치즈피자,14900,4.9,광주광역시 남구 주월동 967-10 1층,피자런-남구직영점,양식
후라이드치킨,14000,4.9,광주광역시 동구 지산동 514-2,피자나라치킨공주-광주조선대점,양식
양념치킨,15000,4.9,광주광역시 동구 지산동 514-2,피자나라치킨공주-광주조선대점,양식
콤비네이션피자,13900,4.9,광주광역시 동구 지산동 514-2,피자나라치킨공주-광주조선대점,양식
페퍼로니피자,13900,4.9,광주광역시 동구 지산동 514-2,피자나라치킨공주-광주조선대점,양식
치즈피자,13900,4.9,광주광역시 동구 지산동 514-2,피자나라치킨공주-광주조선대점,양식
후라이드치킨,14000,4.9,광주 북구 두암동 288-6 1층,월클이닭,양식
양념치킨,15000,4.9,광주 북구 두암동 288-6 1층,월클이닭,양식
슈프림피자,14900,4.9,광주광역시 동구 학동 1012 학2마을아파트 상가동 105호,류길상피자-광주1호점,양식
콤비네이션피자,13900,4.9,광주광역시 동구 학동 1012 학2마을아파트 상가동 105호,류길상피자-광주1호점,양식
포테이토피자,13900,4.9,광주광역시 동구 학동 1012 학2마을아파트 상가동 105호,류길상피자-광주1호점,양식
고구마피자,13900,4.9,광주광역시 동구 학동 1012 학2마을아파트 상가동 105호,류길상피자-광주1호점,양식
뉴욕치즈피자,13900,4.9,광주광역시 동구 학동 1012 학2마을아파트 상가동 105호,류길상피자-광주1호점,양식
1인혼닭,10700,4.9,광주광역시 동구 금남로1가 15-11 3층,롯데리아-광주금남로점,양식
후라이드치킨,15000,4.8,광주광역시 동구 서석동 469-3,호식이두마리치킨-광주서석점,양식
후라이드치킨,15000,4.8,광주광역시 동구 서석동 469-3,호식이두마리치킨-광주서석점,양식
후라이드치킨,15000,4.8,광주광역시 동구 서석동 469-3,호식이두마리치킨-광주서석점,양식
옛날통닭,8000,4.8,광주광역시 동구 지산동 519-2,통닭꼬치GO,양식
닭강정,15000,4.8,광주 남구 백운동 618-10 회포장배달 1층,박가네깐풍기찜닭-백운점,양식
1인혼닭,10700,4.8,광주광역시 동구 학동 750-71,롯데리아-광주학동점,양식
훈제치킨,14900,4.7,광주 북구 두암동 904-5 1층,오븐에구운훈제치킨두마리-두암점,양식
후라이드치킨,14900,4.7,광주 동구 지산동 521-6 2층,브라보치킨피자-조선대점,양식
후라이드치킨,15000,4.7,광주광역시 동구 지산동 505-2,만계치킨-본점,양식
1인혼닭,10700,4.7,광주광역시 동구 충장로3가 14-2 ,롯데리아-광주충장점,양식
옛날통닭,9000,4.7,광주광역시 동구 학동 81-10 ,광주오리날개튀김,양식
똥집튀김,8000,4.7,광주광역시 동구 학동 81-10 ,광주오리날개튀김,양식
후라이드치킨,15000,4.7,광주광역시 동구 지산동 517 ,걸작떡볶이치킨-조선대점,양식
후라이드치킨,15000,4.6,광주 북구 신안동 12-1 2층,호식이두마리치킨-신안점,양식
후라이드치킨,14000,4.6,광주광역시 동구 지산동 510-8 ,우린청춘닭,양식
양념치킨,14000,4.6,광주광역시 동구 지산동 510-8 ,우린청춘닭,양식
간장치킨,14000,4.6,광주광역시 동구 지산동 510-8 ,우린청춘닭,양식
허니버터치킨,14000,4.6,광주광역시 동구 지산동 510-8 ,우린청춘닭,양식
치즈닝치킨,14000,4.6,광주광역시 동구 지산동 510-8 ,우린청춘닭,양식
후라이드치킨,11500,4.6,광주 동구 충장로4가 13-1 ,가마로강정-광주충파점,양식
불땡초치킨,11500,4.6,광주 동구 충장로4가 13-1 ,가마로강정-광주충파점,양식
마늘간장치킨,11500,4.6,광주 동구 충장로4가 13-1 ,가마로강정-광주충파점,양식
사천깐풍치킨,11500,4.6,광주 동구 충장로4가 13-1 ,가마로강정-광주충파점,양식
1인혼닭,10700,4.5,광주광역시 동구 계림동 505-900 홈플러스 광주계림점,롯데리아-계림점,양식
